content,sentiment
iklan mulu,0
aplikasinya bagus banget semua lagu mungkin adaa seru banget,1
aplikasi ini sangatlah seru. saya boleh membuat pekerjaan rumah saya sekaligus mendengar Music kesukaan saya,1
mantaap,1
maksa premium,0
iklan nya kebanyakan 😔,0
SPOTIFY aplikasi apa ini😡canda bercanda 😉 aku suka kok sama aplikasi ini bisa buka lagu walau pun HP nya mati 100% bagus gak ada yang kurang sedikit pun😘 100% aplikasi kesayangan aku gak bakal di hapus selamanya🥰gak nyesal aku Ngedowdlo SPOTIFY😆 gila bagus banget 😊,1
bagyusss,1
bagus,1
bagus,1
mantap,1
keren bangat,1
oke,1
"bagus, TAPI IKLAN NYA BNYK BNGT GILA",1
bagus🥰💃💃💃,1
seru tapi ada iklannya,1
"banyak bet iklan nya wok, tapi oke yg mau donwload silahkan , untuk Dev nya tolong iklannya kurangin semoga di denger supaya nanti aplikasi ini jadi makin terkenal ya sekian dari saya Terima kasih🤗",1
bagus 👍,1
"baru sehari daftar premium, login nomor tidak bisa",0
bagus banget,1
"seru banyak lagu"" yg aku suka jadi bisa dengerin musik yg aku suka berkali"" pokonya suka deh🫰",1
mantap bagus ni aplikasi tapi kalau bisa iklan nya dikurangi yaa👍👍,1
enak buat mode sad ini mah aplikasi,1
"pay 12,99$ to unlock 5 star",0
bagus benget,1
iklan banyak bangat,0
the best 👍,1
seruu dechh,1
good,1
baguss banget,1
sangat bagus,1
bagus bgt,1
bagus sih buat main min,1
KIKIR DIKIT DIKIT IKLAN,0
ok,1
1. ketika membatalkan langganan sisa waktu premium hangus padahal masih ada sisa 1 bulan 2. langganan premium gw habis di akhir bulan 5 2026 tapi sekarang (tanggal 28 april 2026) apknya sudah berusaha melakukan pembayaran otomatis untuk melanjutkan langganan yang seharusnya jatuh tempo di akhir bulan 5 nanti.,0
bagus banget aku suka.,1
maksa banget harus premium iklan dulu cuma 1 atau paling banyak 2 lah sekarang 5 njir mana di batas lagi muter lagunya harus premium dulu baru bebas milih lagu dulu perasaan ga gitu deh kenapa sekarang maksa banget harus premium 🗿 fakkk lah kayanya bakal ganti ke yang lain ini mah goodbye aja 👍,0
lumayan bagus,1
seru sekali,1
bagus banget mines nya berbayar,1
bagus dan enak di dengar,1
"bagus bangett plisss, sukaa tp males banget kalo ada iklan",1
bintang yang bicara,1
seru lagunya enak dan kalo main game masih bunyi,1
sangat bagus,1
oke memuaskan,1
mantap,1
"tolong hapus iklan, gw benci",1
sangat mudah digunakan,1
pilihan genre musicnya gampang dicari,1
mantap,1
bagus enak buat tidur😁😁,1
bagus banget aku suka,1
aplikasi yang cocok untuk mendengar kan musik,1
enak² lagu nyaaa,1
"Apk nya bgs tpi knp sering iklan ya? iklan nya banyak bgt bahkan sekaligus 4 iklan, sya jga mau premium tdi nya tpi mahal bgt jdi gajdi deh karna terlalu mahal harga premium nya. apk nya bgs bgt beda sma yg lain, tpi klo bisa iklan nya di kurangin yah jangan terlalu sering, lama"" sya bosen sma apk nya klo sering iklan",1
apk nya aneh masa akun nya aku ga bisa di pake semuanya aneh bngt makanya aku kasih bintang 1 ga memuaskan bngt di perbaiki yaa,0
apk nya bagus banget saran jangan ada batasan putar lagu,1
cukup lagu nya banyak yang aku suka oke lah sportify emang mantap🥳🥳🥳🥳,1
bagus ko,1
banyak koleksi,1
sangat bagus,1
sampah pake uang,0
bagus dan saya suka memutar lagu setiap hari,1
iklan nya makin kesini makin banya baru 2 denger lagu udh iklan..enak juga iklan nya bagus..la ini iklan nya mati norak alay juga gek jelas dee pokok nya,1
"baru juga gw mutar lagu, eh malah iklan grab pas ganti lagu aja iklan nya 4 kali, kebanyakkan banget njir maksa banget lu min nyuruh premium, gw rating bintang dua, karena sekarang sedikit baru putar lagu malah iklan😑😑😑😑💢💢💢",0
"baguss bgt bnyk pilahn lagu cuman iklannya banyak bet ""satu domba, dua domba"", tapi ini apk andalanku klo dengerin lgu",1
"sip,tapi kakean iklan",1
suka sih tpi tiba tiba harus kek baru download lgi ihhh ngeselin,1
"Masih awal pelajari aplikasi ini, semoga saya betah",1
nice,1
"trust me, apk ini udh ga worth it. kayanya better pake apk lain aja. Bayangin dah, baru denger 2-3 lagu, abis tu iklan 2-4 dengan durasi hampir 2 menit. padahal dulu ga segininya inimah bukan aplikasi denger music, tapi DENGER IKLAN. beli premium juga percuma, yang ada bakal ngelunjak. harga di naikkin, iklan buat gratisan makin diperbanyak.",0
"iklannya bnyak banget jir, mana klo mau ganti musik dibatasi, buat nge skip jga",0
lumayan bagus,1
super super aku tidak bisa nolak ini sangat bagus 😭😭,1
suka banget sama lagunya di Spotify,1
keren,1
"kenapa ga bintang 5, karena saya udah pake premium udah download lagu,tapi pas ga pake paket gabisa buka apk nya.",1
aplikasi bagus aesthetic,1
koleksi lagu super lengkap beserta podcast dan murottal juga,1
bagus hanya ada iklan saja😊,1
lagunya enak pol,1
aplikasinya udah bagus tapi sekarang udah gak bisa pas di search gak bisa trus klo mau putar yang udah kita putar pun tetep gak bisa,1
"Aplikasi musik nya bagus, tpi kebanyakan iklan, ngeganggu sih tpi oke",1
KIKIRRRR NAJIISSSS KAAUUUUU,0
bagus,1
sangat puas,1
"banyak banget lagunya,bagus juga aplikasinya",1
aku dapat bisa belajar menayiyi dengan aplikasi ini,1
mantul,1
bagus semua pokoknya,1
lagu nya sangat baikkk,1
terlalu banyak iklan,1
iklan lu terlalu berlebihan,0
"ini bisa ngedengerin musik idola sendiri, pokoknya it's the best 👍",1
"jelek pas masuk aplikasinya sering delay dan lagu gak bisa di play, padahal sinyal lancar",0
"spotify, udah seperti bestie gua.",1
bagus banget,1
indah,1
sangat bagus,1
bagus 👍👍👍,1
sangat bagus,1
ok banget,1
aplikasi musik Ter the bestttt,1
bagus banget lopyuuu deh pokoknya,1
iklan nya numpuk,0
bisa mencari dan mendengar lagu kesukaan,1
"kalo kasih iklan 2 atau nggak satu 1 ajah anj, kalo kikir nggak kikir banget lah, CapCut ajah nggak sekikir ini",0
good,1
iklan ganggu,1
bagus banget,1
ok juga,1
mantap,1
"Aku ga masalah sama iklannya. Semua aplikasi juga sekarang beriklan. Tapi minimal, kalau mau nerapin suffle tuh ya udah disuffle di dalam album itu aja. Atau mentok masih di penyanyi itu. Bukan asal direkomendasiin penyanyi lain yang entah siapa. Niat dengerin album ya karena pengen dengerin album itu, dan sebenarnya ga masalah disuffle urutan lagunya, tapi ya ngga ke penyanyi lain😭 Tau sih ada opsi premium, tapi udah terlanjur males lah. Mending pakai apk lain yang sufflenya ga ngawur.",0
"Kenapa tidak bisa batalkan langganan ya? Dan anehnya, akun pada email ku Nggak kedetect kalau buka lewat google",0
aplikasi nya bgs tp kebanyakan iklan,0
lagu nya enak enak gampang juga kalau mau liat lirik nya,1
"very good apps, sangat menghibur",1
sangat bagus,1
"sportify. lbisa mendengarkan Lagu "" yg memang d sukai semua orang sangat oke sekali",1
dev terpelit,0
"iklan banyak bgt bikin ganggu, ini kyk bukan buat dengerin lagu tapi kyk dengerin iklan",0
aplikasi ini bagus untuk musikan santai dll,1
banyak iklan bet,0
bagus,1
aplikasi pelit jellek,0
"Iklan nya bikin malesin, bisa ampe 6 kali tiap 2 kali putar lagu hadeuhhh. Benahin deh, jangan cuma mau nyari untungnya doang",0
good,1
kikir bet tololll,0
itu yang ngeluh karena iklan ngampung bet ngampung ya,1
bagus banget,1
"bagus, aku suka",1
matap,1
gokil,1
udah bagus bngt tpi tolong developer kurangin iklan nya sebagai rakyat jelata tidak mampu untuk membeli premium jadi tolong ya developer,1
aplikasi ini bagus sekali untunk mendengar musik',1
force closed terus anjg,0
mantab,1
seru,1
aku sua denger lagu di Spotify,1
mantap tapi terkadang error,1
Thank You Spotify membantu banget makasih banyak,1
bagus,1
boikot si,0
menghibur,1
ribet dan harus bayar mahal untuk dengar lagu di spotify,0
"kikir,pelit,kebelet kaya IKLANNYA BANYAK BGTTTTT mau update premium MAHALLLL",0
saran saya jangan sampe instal.. banyak virus ngri,0
Ternyata apl ini kena boikot 👎🏻,0
jujurr sukaa bangettt samaa apk iniii bintangg 5 pokoknyaaa!!!,1
"good aplication,that you Collab with barca",0
suka bgt,1
"iklan nya makin gk ngotak, dulu 1 sekarang 3-4 , kikir bgt,",0
bagus banget,1
tolong biarkan download secara gratiss,1
"canggih, tapi iklannya nyebelin nye",1
good,1
"kikir bgttt cuii, iya kl audio e jernih ini ga samsek tp kikir gimana deh😤🙏🏻",0
"kikir dan gak bisa di replay,mending yang lain aja",0
mantap,1
"sukaa, jadi lebih tenang denger musik di Spotify, mana lagu acak dari Spotify tuu bner"" menyesuaikan diri aku lagi, pas aku lagi sad"" nya Spotify muter lagu sad, tapi kalo aku lagi bahagia bner"" lagunya bahagia semua walaupun acak, sukaaa",1
mantap,1
bagus,1
sangat bagus lagu lagu nya,1
aplikasi ga jelas iklan nya banyak dan itu itu saja. ta..,0
cakep banget gila,1
sangat cocok untuk stel lagu,1
saya suka spotify,1
"sekarang kebanyakan iklan sumpah, masa tiap lagu ada iklannya 5 kali?!??",0
harus membayar untuk memilih musik lebih dari 6 kali dan kebanyakan iklan,0
enak banget kalo lagi tidur trus hujan + di tambah dengerin music di Spotify sumpah enak bangett i like 💋😍,1
"baru nyetel 3 lagu favorit secara berurutan eh malah ke stop gara-gara udah kagak bisa lagi. padahal dulu sebanyak apapun bisa, gak ada batasan. kecewa, padahal spotify aplikasi yang bagus.",1
byk iklan,1
apk ini bagus bgt bisa bntu gw buat bljr sm main gme 10/10 suka poulll💞,1
baik,1
menyenangkan bisa mengisi hari hari yang kosong,1
"Mendingan ESound sama YtMusic daripada Spotify, kebanyakan premium lo tif",0
lagu nya bagus,1
bagus,1
"Ga masalah sama sekali dengan iklannya, tapi yang biasanya ngiklanin plus ada wajah orangnya juga bikin risih abis. Ga ada fitur ganti iklan apa ya? ga apa-apa deh satu menit sekalian asal bisa pilih iklan yang promosiin spotify premiumnya.",0
banyak iklan,0
kasih gratis dongg🤭,1
iklannya 4 buset dh,0
cukup baik dan menarik,1
menurutnya ini apa sih bagus bisa buat apa aja dan buat kita belajar dengan semangat,1
"bosok, banyak iklan",1
top,1
minta lagu nyah apa malah lagu lain jelek bet gw kasi bintang ya,0
"platform spotify , penyedia layanan music,. kalo lagi berkendara sambil setelah music tinggal buka aplikasi ini aja. kalo bisa gratis ya hehe. sukses selalu. :) the best.",1
mantab sportify,1
bagus bet jir,1
"dengerin lagu pake kuota, mau pilih2 lagu aja di batasin nunggu besok, belum lagi iklannya lama bener hadeuhh",0
aplikasi yg sangat baik,1
suka bgt denger lagu😁😁,1
baru dengar 1 lagu sudah disuruh beli premium jadi ga bisa dengar lagu lagi tolong lebih dimengerti develope.,0
"harusnya tidak ada iklan, kita menikmati musik disini ga semuanya haru berbayar .",1
good,1
suka banget dengerin musik idola,1
"kebanyakan iklan, masa tiap hari ada limitnya? Spotify makin kikir. masa satu hari cuma dibatesin beberapa lagu aja? pelit banget.",0
"Spotify enak banget buat di dengarkan jarang ada iklan,,,tapi aku ga bisa liat lirik nya",1
sangat bagus,1
Oke,1
gua kasi bintang lima karena gg,1
enakk banger didengernya gratis lagi,1
bgusss bgttt sumpahh lgunyaà pdaa enakenn euyyy,1
baguss enak,1
yakin karena sangat bagus,1
🤍🤍,1
gasuka banyak iklan nya,1
karena di paksa mulu premium,1
"PEMERASAN NIAT DENGAR LAGU MALAH DENGER IKLAN, B2",0
sekerang sya bisa mencari lagu dengan mudah karna spotify,1
mantap min,1
aplikasi ini sangat cocok untuk kita yang kehidupannya sangat sunyi 👌🏻,1
kurang banyak iklan nya admin,1
semakin hari makin maksa milih 1 lagu doang harus premium,0
"Musik Yang Lengkap Baik & Mudah Dicari Membantu Saat Diam & Bisa Langsung Memutar Lagu"" Kesukaan. Terimakasih",1
keseringan iklan dan paket premiumnya juga kemahalan pula,0
terbaik....👍👍👍,1
bagus buat di denger,1
"oke sih, tapi iklannya terlalu banyak saat pindah-pindah lagu. Terus kalo premium mahal banget, dan sering ngelag kalo mau buka aplikasi ini.",1
"dengan Spotify kamu bisa dengerin musik yang kamu mau dengan suara jernih dan dilengkapi dengan lirik di setiap lagu yang kamu dengerin dengan itu kamu bisa dengerin sambil ikutan nyanyi lho, ayo download Spotify sekarang enak dan nyaman banget di telinga. izinnnn 🙏",1
pokonya oke semua lagu ada,1
keran bgt,1
bagusss,1
"APK KIKIRR, MILIH LAGU AJA SEKARANG CUMA BISA 1-2 LAGU AJA. MANA IKLANNYA BANYAK LAGI. BENCIII 😠😠😠",0
"kadang suka kesel. dikit-dikit iklan. sekarang udah ditahap kalo mau milih lagu di playlist kesukaan ga bisa. contohnya nih ya, aku mau dengerin lagu Highway 1009 nya enhypen, malah ga bisa trus diganti sama lagu lain, mana ada tulisan gitu. kayak harus premium dulu biar bisa milih lagu bebas. iya tau kalo kalian tuh kasih kita iklan buat promosiin mode premium, tapi keseringan. So, kesimpulannya tolong sedikit kan lagi iklannya dan bebaskan untuk memilih lagu sesuka hati. makan ruang. Thanks.",0
👍👍👍👍,1
okelah ya,1
"assalamualaikum atmin SPOTIFY, saya pengen premium/standar tetapi tidak ada ""metode pembayaran QRIS"" apa kahh gak adaa atauu apaa? tolong di jawab min✋🙏",1
asik,1
"ihhkkk spoty bikin aku teang banget kalomau keluar di aplikasinyyy,",1
bagus bangett,1
"jelek, iklan terlalu constant, kenapa sehari cuma bisa beberapa lagu aja, imagine if youtube did the same, I only listen songs on YouTube now",0
udah premium tapi ngacak banget genrenya🥱,0
我真的很喜欢这个🌹,1
udah bagus sih tapi tolong dong iklannya dikurangin kebanyakan denger iklan dari pada lagunya,1
sangat bagus,1
musik nya mati terus GK seperti dulu GK mati terus ini mati terus lah GK bagus banyak ini aplikasi ya tolong update kembali ya supaya GK mati terus musik nya kaloo awas ya gw laporin,0
Bagus apl,1
tambah semangat belajar,1
ada musik nya Hindia💋,1
"baguss,seru bgt",1
Mantul pokoknya,1
bagusssssss,1
seri banget karena semua lagi yang saya cari ada,1
good aplikasi entertainment,1
"aplikasi udh bagus dengerin lagunya juga enak.tapi tolong iklan nya di kurangin,dulu 2 trs nambah sampek 5",1
"aneh bet dah, apa² premium, yg tadi nya enggak premium tiba² premium, rada² emang🗿",0
bagus bgttt jadi sukaa maacih bionce😻,1
BANYAK BANGET IKLAN LU ANJIR,1
bagus minus dkit bnyk iklan,1
Very Good,1
"aplikasi udah bagus, cuman, iklannya banyak banget",1
mending beli mie ayam daripada premium sama aplikasi pendukung isrontol 😂😂,0
bangke gak pernah dibuka baru aja download eh penggunaan data sudah 3gb,0
"Bagus banget, cuman iklannya dihilangin bagi yang gratis tambah bagus lagi. Terima kasih atas perhatiannya 🙏🤗",1
👍👍👍👍👍,1
iklannya kebanyakan,1
suka banget kalo main game harus setel lagu di Spotify,1
"bgs skli spotify, lagu yang kita mau pasti dapt",1
goood,1
lagunya bagus2,1
mantap,1
UDH KAYAK HARGA SEMBAKO AJA TIAP TAHUN NAEKKK.. KEMARIN PAKET PREMIUM NYA MASIH MURAH PERASAAN.. PADAHAL GUA DENGAR SPOTIFY CUMA PAS MAU TIDUR PULANG KERJA DOANG. MENDING GUA KE YT AJA DAHH BYEE,0
makin kesini makin plenger iklannya banyak bgt,0
"mau muter lagi musik yang disuka ga bisa diarahin ke premium, neken banget harus ke premium nih, tolong sesuaikan harga kalo mau laku atau ta hapus aja akunnya sekalian lah",1
bagus lengkap bintang 5,1
"aplikasi yang simple tapi iklannya banyak, perlu dikurangi, karna banyak pengguna spotify non premium",1
mantap. selalu kepake,1
"kok di batesin sih lagu saya karena tidak premium,mana iklan nya juga banyak lagi,setelah ganti 3 lagu udah gak bisa ganti lagi",0
Spotify: Music da,1
"apa lah gua cari lagu malah di kasih play Lis gak jelas mana yg di putar lagu gak sesuai yng di cari judul nya aja eh pas di putar ntah lagu apa gajelas bet mana banyak iklan sekarang aneh no rekomed sekarang ""Really really don't like this application now"" .",0
kikir,0
owsome...,1
best,1
aduh kenapa harus dikasih pembatasan lirik sih masa harus premium mulu,0
cukup bagus,1
semua ada lagu nya di Spotify,1
jossss croot,1
"Woi Spotify kikir bngt lu, mentang mentang kagak premium ya iklan lu tuh kebanyakan, sekalian aja music full iklan 100 iklan sekalian Spotify, mamanya jadi Spotify mendengarkan iklan",0
bagus bgt paling sudah podcast ¹ nya banyak pilihan and suka jga sama lagu spotify yang banyak cinta spotify slamanya💋💋,1
bagus,1
karena aku sangan suka mendengarkan musik ini adalah apk yg mungkin cocok untukku,1
aplikasinya enak banget di pake tapi tolong iklannya di kurangin baru muter 2 lagu iklan 2 lagu iklan lagi tolong iklannya di kurangin,1
"ihhh spotifyyy imuttt. sebenarnya ni apk udah BAGUS POLL, cuma lama kealamaan iklannya makin ga ngotak cuy, kek...wow tenang-tenang, dan yg paling bikin gw kesel sel sel sel sel itu adalah DIBATASIN PEMUTARAN LAGUNUAAA, wth.....(ಠ_ಠ). dah gitu ada juga jatah lihat liriknya, DHLHH geram guaa ⚠️",1
enak untuk di dengar,1
"aplikasi pemutar musik paling ok, simple dan fitur fiturnya juga bagus bagus, semakin enak dengerin musik dengan kualitas audio yang bagus.",1
bagus bngt,1
bagus bikin tenang atau senang atau sedih lagu lagu nyaa,1
terlalu banyak iklan,0
kikir,0
god job,1
"Spotify offers an amazing music streaming experience. The sound quality is excellent, and the playlists are very well curated. I love the personalized recommendations. It’s my favorite app for listening to music daily.",1
b aja.,1
kikir,0
ok banget,1
bagus,1
maksudnya apa ni kok gak bisa mutar lagunya tulisannya ada yang salah coba lagi padahal ada kuota/wifi lo dan pas saat sercing kok gak ada penyanyinya tulisannya tidak bisa menemukan padahal udah bener lo nulisnya? ini kena blokir apa gimana min,0
kenapa ya pas saya main sambil mendengarkan music tiba2 musik nya tidak bisa di ulangin??,0
bagus dan kerenm,1
baguss,1
BAGUS,1
gugugaga gagagugu -1 buat iklan lu,1
"iklan makin bertambah, awalnya 1/ 2, sekarang 1/4 ga enjoy buat dengerin nya, tolong di perbaiki,kurangi iklan nya",1
"sedikit saran, tolong dong kasih mini games buat yang premium biar gak cuman dengerin lagu doang. gamesnya ya kek game piano apa kek segala macem. biar orang-orang tertarik dan minat buat premium",1
"mantap,keren Aplikasi nya",1
"semakain kesini SPOTIFY terlalu banyak iklan putar satu lagu lalu iklan, satu lagu lagi lalu iklan lagi, iklanya pun lumayan lama huuu..",0
banyak iklan dan lagu yang mau saya putar tidak bisa di putar,1
Spotify = Aplikasi musik Kikir!,0
"gacor,memang shufflenya pintar banget dan tau kondisi",1
"bgs, cmn krng 1 ytu brbyr",1
menghilangan kegabutan 😁,1
bagus banget aplikasinya tapi ada iklan,1
Spotify sangat bagus dan semua lagu nya bagus apa lagi podkes nya sangat lengkap dan semua nya asik banget,1
"Karena podcast harus selalu di mode video, tidak bisa di mode suara saja. Jadi sama seperti youtube, tapi youtube lebih update. Selamat tinggal spotify 👋👋👋",0
seru lagu nyaa🤓👈,1
"musik disaat santai dan pas fikiran kurang fokus,Sportify Music solosinya buat Saya....",1
bagus aku bisa mendengar kan music favku setiap hari,1
"KIMAK, NAIK JADI 5 IKLANNYAA!! apa apaan banget anjirr, stress, kikir, pelit, haram 👎🏻👎🏻👎🏻",0
"kikir iklannya banyak bgt busettttttttt dah banyak yg kesel org""",0
keren lagunya enak,1
laguu nya jelass dan baguss pengalaman yang baguss,1
sangatt baik,1
"sebenarnya fiturnya oke sih, tapi makin kikir aja udah iklan makin banyak, mana ada batas harian lagi makin males jadinya",0
"makin sini makin kikir wkwkw dulu ga premium juga masih bisa muter lagu 6 - 7 kali, sekarang sehari muter 6-7 lagu aja lngsung disuruh premium gokil mana gokil 😹",0
memecah ke heningan,1
bagus!,1
ok 👍,1
"sangat bagus! saat saya mengeluh karena adanya bug pindah lagu sendiri, langsung di benarkan, respect!",1
lagu nya banyak yg bagusssss,1
👏🏽👍🏽,0
lagunya bagus bagus tapi banyak iklan,1
so bad,0
"seruu banget kalo sendirian mendengarkan musik ini, tapi sporty ku engga premium",1
ok,1
"skrg iklannya banyak banget pls :""), masa baru denger beberapa lagu langsung dapet 4 atau 5 iklan.. teknik supaya penggunanya beli premium kah? tlg iklannya dikurangin deh",0
enak di dengar,1
jika kita sedang bosen bisa mendengar musik musik yang bagus wajib di install nih aplikasi,1
"not bad lah ada sisi enak ga enaknya, kalo bisa iklannya kurangi ,saya tau kalau iklan premium dll untuk yg minat saja cuman kalau buat satu lagu sampai 3 lagu terus iklan kek mana ya iklannya aj kdang 4 kdg 5,kalo ga mau iklan emnk bener Prem aj cuman kek kureng aj gitu cuman dengerin lagu, podcast dll update fiturnya agak banyakan hehehe maap ngelunjak ✌🏻😃",1
sangat bagus danberpariasi,1
lagu nya enak dan aku selalu dengar lagu yang aku suka,1
awas hati2.. aplikasi berbahaya.,0
aku suka menyukai semua lagu!,1
baguss bgtttt lahhh pokonya 🤩🤩,1
"selama aku menggunakan aplikasi Spotify ini, aku bisa mendengarkan lagu lagu yang seru",1
rekomendasi banget buat yang suka dengerin musik,1
"kebanyakan iklan, ga aneh bnyak yg pake mod",0
bagus utk dengar musik.,1
Mendengarkan musik tanpa terpitus,1
bagus dan lagunya juga bagus-bagus,1
banyak iklan nya,0
🤤,1
sudah sangat bagus dan lagu tidak pernah bug sistem sangat modern cuman kalo iklan bisa di persedikit biar saat mendengar tidak terganggu. terimakasih.,1
boikot,0
"bagus,bisa untuk dengerin lagu daei latar belakang dan untuk sambil tidur pun bisa apalagi pas lagi ada kegiatan sesuatu sambli dengarin lagu bisa makin fokus tapi sesuai aktivitas dan semua orng berbeda beda,terimakasi",1
👍👍👍👍👍,1
sangat bagus,1
makasih aplikasi ini membuat saya melupakan hal yang berat di hari hari saya dan aplikasi ini bisa untuk hp ram 1 seperti hp saya saya sangat berterima kasih kepada aplikasi ini,1
kurangi iklan uy,1
enak aja lagi nya,1
💯,1
terlalu banyak iklan. sangat menggangu,0
kebelet haji jir buset iklan nya 4 biji,0
kikir,0
kikir iklan mulu ih huwekkk🤢🤮 tapi aku akan tetap bertahan,0
main epep jadi makin gacor,1
Apa Apaan! Masa iklan nya ada 4 sekaligus udh lagi ada batesan nya yg gratisan.,0
Terlalu banyak iklan Mohon untuk di kurangi iklannya 🙏🙏,0
lagu di playlist bisa tiba² hilang,1
pls Janggan kikir lah masa 1 musik 4-6 iklan sih bang,1
"iklannya kurang banyak, kalo bisa 10kali sekalian",0
bagus,1
bagus banget sangat menenangkan jika ada stres bisa fres,1
bagus banget aplikasi ini,1
spotify sangat bagus dan juga keren dan banyak lagu yang sangat bagus,1
bagus tapi lagu nya tiba¹ tidak bisa di putar,1
aku suka lagu lagu nya dan aku bisa mendengar di luar aplikasi,1
seru bisa dengerin musik sambil main game tanpa harus premium,1
"paling bagus aku suka sekali, selalu update lagunya",1
ada beberapa lagu yang hilang tapi sebelumnya ada,1
keren,1
lagu nya enak,1
mantap,1
apk nya membantu saat saya lagi galau😁,1
bagus tapi suara nya ga ada bas,1
bagus,1
aplikasi ini bagus untuk lagu rohani Kristen terbaru,1
kikir,1
oke aku senang denger lagu lagunya tp iklannya jgn banyak banyak ya,1
banyak iklaannnn,1
"memilih lagu untuk diputar masih ada limit,jika sudah mencapai limit harus menunggu sampai besok/harus berlangganan",0
ok,1
ya bagus kalau bisa gratis aja,1
jelek,0
bisa buka aplikasi lain sambil dgr musik,1
bagus,1
bagus banget,1
LAGU BASMALAH ENAK BANGET 🫪,1
baguss banget minnn,1
"saran saya tolong jangan perbanyak iklan,dan tolong jangan membayar jika ingin mendengarkan lagu lagi....",1
"sebagai pengguna gratisan agak kecewa karena cuman bisa dengerin 3 lagu pilihan sisa nya random, minimal 5 jangan 3 banget",0
bagus bagus ajasih tapi iklan nya sampai 3 kali putar males banget😤,1
bugusss sekaliiiii,1
bagus lagunya banyak lagunya,1
Bagus sekali...apalagi lagu lagunya itu,1
"lgunya enak,, asik,, 👍👍👍👍👍⭐👍⭐👍⭐",1
keren,1
aplikasi nya bagus,1
bagus bujur masa gk ada yg mau download dari dulu sih bah aku tau aplikasi in ty udh aku download m,1
iklannya norak,1
sangat seru,1
anjay asek cokk gokill,1
bagus,1
aplikasi ini sangat bagus tapi ada sedikit saran dari saya coba kurangkan iklan agar tidak banyak org yg menggu hanya untuk mendengarkan lagu,1
bisa jadi keren lagu bagus,1
keren buanhet,1
"kenapa download vidio harus pitur premium, dulu gk gini",0
mantep mantep lagu nya,1
mantap sekali aplikasi nya 👍👍👍,1
suka banget karena bisa dengerin musik sepuasnya,1
Lagunya lengkap Asuk Bisa tetapi hidup Walaupun kita bisa aplikasi lain,1
Enak,1
bagus banget,1
hebat,1
"kenapa harus ada iklan, mending iklan nya dihapus saja",1
"baguss mines kebanyakan ikln, tpi ttp topp",1
pokok nya top banget bisa dengerin online sama offline,1
cocok bisa buat kerja bisa buat nyanyi nyanyi ih pokoknya seru,1
nice,1
ok app nya,1
bagus,1
Bagus dan banyak lagu yg terkenal,1
"sangat bagus, dan aku tertarik untuk memakai ini setiap mau tidur",1
bagus lagu semua lengkap,1
bisa nyalain lagu apa saja,1
🤩🤩,1
bagus bet buat main game,1
bagus aja sih,1
app musik yang bagus saya suka musiknya beragam,1
apalah pas main game musik nya suka mati sendiri males dengernya iya memang enak dengerin nya apalagi pas sambil main game lah pas aku mau masuk game tiba tiba mati knp sih?,0
bagus banget bisa dengerin musik kapan aj..,1
pilihan yg sangat lengkap gampang untuk mencari sebuah lagu🎶,1
musiknya bagus 👍,1
"lagunya sesuai dengan keinginan ku , semuanya ada😍",1
enak banget tapi cuma bisa di putar beberapa lagu,1
burik sekarangg mah banyakk iklan nya,0
"musik tiba' mati sendiri, kocakk. maless bangett, sebel tauu gakk! udah aku kembali, keluar akun, hapus apk tetep ajaa kya gitu, juga iklan nya banyak! kalo iklan masih oke, ya ini musik mati sendiri ngeselinn.",0
kenapa sekarang iklannya nyampe 3 woi😭😭 sampe hafal dialog iklannya aku...,1
bagus untuk saya sad /main game,1
kikir bet Jing😹,0
"aplikasi gila,masa sekali iklan 4 biji,kadang 5 biji",0
bagus banget aplikasi nya...seru sih meskipun banyak iklan,1
"apk nya sangat bagus sehingga saya bisa memberikan bintang 5,iklan nya jarang+lagu lengkap",1
menurut saya aplikasi ini bagus tapi pas enak²nya ngedengerin musik tiba tiba ada ikatan yang muncul dan juga enggak bisa di lawati padahal masih enak²nya dengerin musik Mala muncul ikutan mana lagi banyak kadang² 1-3 iklan yang muncul tolong iklanya bisa dihilangin enggak atau sedikit gitu 1 ikutan aja udh cukup plis biar nyaman jadinya ngedengerin musik🙏,1
apk kikir anjg iklanya 5 kali stiap 1 lagu,0
bagus,1
bagus bisa dengar lagu buatan idola,1
oke banget,1
"bagus, ok, bikin ange",1
bagus,1
Good app forever,1
banyak iklan jadi males,0
bagus bgt,1
aplikasi ini gacor,1
ini cukup bagus tapi ada iklan nya,1
aplikasi nya keren semua lagu dan genre ada,1
sangat bagus 🙏🙏🙏🙏🙏,1
iklan banyak sama kalau mau ganti lagu harus bayar perasaan fulu gak gini plis tolong perbaiki,0
sudah bagus sihh? tapi tolong iklanya kuranggi atau hilanggin aja deh ..... jadinya kalo mau ndenggerin jadi GK enak,1
ini aplikasii sangat bagus tapi hanya 1 kekurangan nya yaitu setiap saya mendengarkan lagu tolong iklan nya di hilangkan saja sangat mengganggu atau di ringan kan dikit iklannya jangan terlalu banyak jadi saya hanya berikan 4 bintang ⭐ semoga Ulsan saya bermanfaat sekian trimakasih ♥︎♥︎ᜊᥫ᭡❥❦❧,1
ko sekarang jadi banyak iklan yah ? kalau gini trs mending di YouTube sih percuma di sini juga 😑😑,0
"enak, ngga harus standby hp nya...tdk spt youtube hp harus standby",1
bagus,1
